transaction_id,customer_id,product_category,purchase_amount,payment_method,purchase_date
T004070,C3632,Home,68.67,Gift Card,9/26/2024
T004071,C5076,Toys,13.96,Crypto,11/24/2024
T004072,C6315,Electronics,61.51,PayPal,8/17/2024
T004073,C7792,Toys,15.03,PayPal,5/27/2025
T004074,C2772,Clothing,50.89,Gift Card,10/29/2024
T004075,C4721,Home,18.86,PayPal,4/18/2025
T004076,C9789,Beauty,154.46,PayPal,5/23/2025
T004077,C1330,Electronics,32.73,Gift Card,5/11/2025
T004078,C6772,Electronics,113.85,Crypto,9/2/2024
T004079,C3467,Toys,12.15,Gift Card,6/9/2025
T004080,C5615,Home,51.16,Gift Card,8/30/2024
T004081,C1027,Toys,9.54,Gift Card,1/24/2025
T004082,C5145,Toys,41.91,Crypto,4/22/2025
T004083,C9623,Clothing,103.27,Gift Card,8/19/2024
T004084,C4287,Toys,229.72,Gift Card,5/5/2025
T004085,C7859,Toys,68.25,Gift Card,6/15/2025
T004086,C8536,Beauty,88.46,Gift Card,11/29/2024
T004087,C6258,Toys,5.61,Credit Card,3/30/2025
T004088,C8337,Clothing,96.69,Crypto,9/19/2024
T004089,C7766,Beauty,115.51,PayPal,5/29/2025
T004090,C3296,Beauty,56.96,Crypto,4/27/2025
T004091,C9898,Beauty,79.49,Credit Card,7/11/2024
T004092,C7361,Beauty,37.63,Gift Card,12/3/2024
T004093,C5093,Beauty,34.32,Credit Card,9/1/2024
T004094,C4739,Electronics,11.21,PayPal,1/15/2025
T004095,C4126,Toys,24.9,PayPal,12/27/2024
T004096,C7690,Beauty,41.83,PayPal,8/31/2024
T004097,C7164,Toys,8.65,PayPal,7/28/2024
T004098,C2285,Clothing,331.68,Credit Card,4/2/2025
T004099,C6102,Toys,94.81,Gift Card,6/19/2025
T004100,C4685,Toys,42.71,PayPal,1/25/2025
T004101,C2381,Toys,29.76,Gift Card,4/10/2025
T004102,C2324,Beauty,16.97,Crypto,3/30/2025
T004103,C3836,Toys,132.72,PayPal,3/4/2025
T004104,C7773,Electronics,5.85,Gift Card,11/12/2024
T004105,C3925,Home,233.8,Crypto,10/5/2024
T004106,C6018,Beauty,30.95,Crypto,2/6/2025
T004107,C5315,Home,65.16,PayPal,4/23/2025
T004108,C3328,Beauty,32.22,Crypto,8/7/2024
T004109,C9191,Beauty,0.44,Crypto,11/6/2024
T004110,C1083,Toys,14.96,Crypto,11/8/2024
T004111,C4236,Electronics,19.87,PayPal,5/14/2025
T004112,C1236,Toys,60.02,Crypto,8/27/2024
T004113,C3310,Clothing,40.48,Crypto,7/25/2024
T004114,C8337,Home,30.77,Gift Card,12/7/2024
T004115,C9365,Clothing,16.17,PayPal,7/30/2024
T004116,C5039,Home,13.83,Crypto,11/20/2024
T004117,C8402,Clothing,48.3,Credit Card,11/9/2024
T004118,C1875,Electronics,281.67,Credit Card,12/3/2024
T004119,C4592,Home,90.31,PayPal,11/1/2024
T004120,C6367,Home,23.94,Gift Card,6/16/2025
T004121,C4830,Toys,41.5,Gift Card,8/23/2024
T004122,C4551,Beauty,127.47,Crypto,1/15/2025
T004123,C5194,Electronics,3.04,PayPal,2/19/2025
T004124,C1701,Home,23.43,PayPal,8/8/2024
T004125,C9257,Clothing,16.02,Crypto,9/17/2024
T004126,C8982,Home,1.12,PayPal,10/20/2024
T004127,C8207,Electronics,15.74,Credit Card,4/14/2025
T004128,C4106,Beauty,18.72,Credit Card,4/28/2025
T004129,C8573,Toys,44.22,PayPal,7/10/2024
T004130,C7313,Toys,65.9,Credit Card,7/28/2024
T004131,C3044,Clothing,0.05,PayPal,7/23/2024
T004132,C7317,Home,72.15,PayPal,11/8/2024
T004133,C3258,Electronics,93.7,Crypto,3/23/2025
T004134,C6221,Electronics,158.76,Gift Card,5/6/2025
T004135,C5446,Home,11.54,Gift Card,1/16/2025
T004136,C7296,Clothing,19.91,PayPal,7/13/2024
T004137,C1904,Beauty,143.51,PayPal,7/2/2024
T004138,C6471,Beauty,118.38,PayPal,4/28/2025
T004139,C3016,Electronics,4.59,Credit Card,4/20/2025
T004140,C1737,Beauty,144.48,Credit Card,7/14/2024
T004141,C8804,Home,169.39,Credit Card,6/2/2025
T004142,C2678,Electronics,13.52,Gift Card,7/20/2024
T004143,C4223,Toys,43.37,Gift Card,9/6/2024
T004144,C7518,Beauty,370.64,Crypto,4/26/2025
T004145,C7411,Home,50.01,Credit Card,12/7/2024
T004146,C8746,Clothing,270.77,Gift Card,12/4/2024
T004147,C3420,Clothing,19.84,Credit Card,8/20/2024
T004148,C2960,Home,124.54,Gift Card,11/4/2024
T004149,C1393,Beauty,77.28,Crypto,5/18/2025
T004150,C3453,Electronics,136.6,Crypto,2/19/2025
T004151,C1466,Clothing,114.49,Gift Card,4/23/2025
T004152,C1371,Electronics,18.64,Crypto,11/2/2024
T004153,C5506,Electronics,55.3,Gift Card,6/25/2025
T004154,C4054,Electronics,49.2,PayPal,9/12/2024
T004155,C1357,Beauty,66.62,Credit Card,11/18/2024
T004156,C9485,Clothing,40.69,PayPal,6/7/2025
T004157,C9013,Clothing,15.04,Gift Card,1/12/2025
T004158,C5337,Home,68.31,Crypto,9/13/2024
T004159,C5165,Clothing,105.02,Gift Card,7/14/2024
T004160,C1181,Home,112.9,Gift Card,6/22/2025
T004161,C4267,Electronics,52.19,Gift Card,7/26/2024
T004162,C3629,Beauty,37.57,PayPal,4/11/2025
T004163,C6414,Beauty,74.03,Crypto,7/20/2024
T004164,C2466,Electronics,214.85,Credit Card,5/18/2025
T004165,C4119,Beauty,50.91,PayPal,10/10/2024
T004166,C5901,Clothing,0.6,PayPal,6/14/2025
T004167,C7644,Beauty,98.61,Credit Card,10/9/2024
T004168,C9506,Toys,47.18,Credit Card,12/13/2024
T004169,C2989,Beauty,49.72,Credit Card,8/20/2024
T004170,C8823,Electronics,160.01,Credit Card,12/8/2024
T004171,C7564,Toys,142.5,Credit Card,6/2/2025
T004172,C1733,Home,40.87,Crypto,8/20/2024
T004173,C6634,Clothing,48.04,Credit Card,5/11/2025
T004174,C9977,Beauty,49.12,Crypto,12/6/2024
T004175,C4279,Electronics,38.6,Crypto,6/17/2025
T004176,C2210,Toys,15.77,Gift Card,7/16/2024
T004177,C7111,Beauty,18.15,Credit Card,7/3/2024
T004178,C9901,Clothing,37.91,Credit Card,11/10/2024
T004179,C2222,Beauty,154.8,Credit Card,3/9/2025
T004180,C3136,Toys,27.87,PayPal,7/19/2024
T004181,C3866,Electronics,17.66,Credit Card,1/30/2025
T004182,C5006,Toys,5.92,Crypto,4/9/2025
T004183,C5838,Home,125.18,Crypto,10/23/2024
T004184,C2437,Home,162.41,Gift Card,10/27/2024
T004185,C6037,Home,152.95,PayPal,7/28/2024
T004186,C6553,Electronics,37.75,Gift Card,10/13/2024
T004187,C5112,Beauty,16.58,Gift Card,5/17/2025
T004188,C7726,Toys,42.07,Gift Card,1/10/2025
T004189,C6572,Electronics,47.5,Crypto,6/29/2024
T004190,C7408,Home,5.29,Credit Card,5/15/2025
T004191,C5155,Clothing,40.96,Crypto,8/12/2024
T004192,C2870,Electronics,155.77,Gift Card,7/31/2024
T004193,C7345,Clothing,76.75,Gift Card,12/31/2024
T004194,C2636,Electronics,23.4,Credit Card,3/13/2025
T004195,C1077,Beauty,32.84,Gift Card,3/27/2025
T004196,C3649,Electronics,71.4,Crypto,10/24/2024
T004197,C4664,Toys,45.41,Credit Card,10/14/2024
T004198,C8870,Toys,35.95,PayPal,9/28/2024
T004199,C7467,Home,47.23,Gift Card,11/18/2024
T004200,C5863,Beauty,235.24,Gift Card,2/24/2025
T004201,C7802,Clothing,152.5,Gift Card,10/4/2024
T004202,C2874,Beauty,8.03,PayPal,10/29/2024
T004203,C9128,Toys,14.98,PayPal,3/12/2025
T004204,C9056,Home,0.58,Credit Card,1/14/2025
T004205,C4124,Beauty,279.68,Crypto,3/26/2025
T004206,C8612,Electronics,20.89,Gift Card,8/18/2024
T004207,C3935,Home,21.85,Credit Card,10/11/2024
T004208,C8223,Beauty,24.12,Crypto,9/26/2024
T004209,C7121,Electronics,10.62,PayPal,10/4/2024
T004210,C3145,Toys,116.26,Credit Card,5/26/2025
T004211,C4899,Beauty,95.06,Gift Card,4/8/2025
T004212,C3876,Electronics,85.22,Credit Card,12/19/2024
T004213,C3922,Electronics,44.76,Credit Card,3/31/2025
T004214,C5719,Clothing,17.44,PayPal,3/17/2025
T004215,C7351,Electronics,99.65,Crypto,9/10/2024
T004216,C5325,Beauty,17.27,Crypto,7/15/2024
T004217,C6892,Electronics,137.32,Credit Card,3/26/2025
T004218,C7117,Home,43.44,PayPal,11/2/2024
T004219,C9863,Home,103.9,PayPal,12/26/2024
T004220,C1108,Home,57.53,Credit Card,5/6/2025
T004221,C1518,Toys,157.88,Credit Card,4/5/2025
T004222,C5344,Toys,2.96,PayPal,11/15/2024
T004223,C5331,Beauty,1.68,Gift Card,6/9/2025
T004224,C8716,Electronics,46.95,Credit Card,9/7/2024
T004225,C4115,Home,257.38,PayPal,9/7/2024
T004226,C3113,Toys,98.67,PayPal,10/20/2024
T004227,C5351,Toys,17.86,Gift Card,3/17/2025
T004228,C2380,Clothing,9.02,Credit Card,12/22/2024
T004229,C8684,Home,6.12,Gift Card,10/22/2024
T004230,C9495,Beauty,119.68,Credit Card,11/30/2024
T004231,C6654,Electronics,128.15,Gift Card,5/16/2025
T004232,C6007,Electronics,138.52,PayPal,8/15/2024
T004233,C6948,Clothing,98.1,PayPal,1/30/2025
T004234,C7334,Beauty,81.56,PayPal,10/25/2024
T004235,C1407,Beauty,225.52,Credit Card,6/12/2025
T004236,C3837,Electronics,63.48,Gift Card,9/25/2024
T004237,C8074,Home,195.53,Credit Card,12/30/2024
T004238,C1662,Beauty,10.6,Crypto,4/11/2025
T004239,C8077,Home,22.78,Credit Card,8/21/2024
T004240,C3695,Clothing,136.82,Gift Card,2/10/2025
T004241,C1458,Electronics,141.51,PayPal,8/4/2024
T004242,C8180,Electronics,260.02,Crypto,6/30/2024
T004243,C8500,Electronics,78.72,Credit Card,7/23/2024
T004244,C8265,Toys,161.78,Gift Card,5/11/2025
T004245,C3600,Home,101.9,PayPal,6/16/2025
T004246,C7807,Clothing,84.72,Credit Card,1/1/2025
T004247,C6048,Electronics,1.55,Crypto,10/31/2024
T004248,C1031,Beauty,72.26,Crypto,7/12/2024
T004249,C1582,Beauty,13.18,PayPal,12/12/2024
T004250,C3083,Toys,1.62,Gift Card,10/10/2024
T004251,C9362,Electronics,73.48,Crypto,9/7/2024
T004252,C2874,Clothing,184.19,PayPal,7/13/2024
T004253,C2130,Electronics,128.63,Credit Card,4/1/2025
T004254,C3604,Electronics,31.06,Crypto,6/17/2025
T004255,C1169,Electronics,221.45,PayPal,1/9/2025
T004256,C4316,Beauty,40.44,Crypto,12/20/2024
T004257,C5010,Electronics,137.31,Crypto,1/3/2025
T004258,C1630,Home,16.23,Gift Card,9/7/2024
T004259,C7907,Clothing,17.29,Credit Card,5/2/2025
T004260,C9701,Electronics,23.16,Crypto,7/23/2024
T004261,C3793,Clothing,123.25,Gift Card,11/30/2024
T004262,C1203,Clothing,43.74,PayPal,11/5/2024
T004263,C8947,Clothing,44.23,Crypto,11/19/2024
T004264,C7079,Home,46.72,Gift Card,9/2/2024
T004265,C1519,Clothing,2.48,PayPal,8/7/2024
T004266,C2996,Electronics,52.02,Crypto,1/3/2025
T004267,C1388,Beauty,19.21,Gift Card,6/1/2025
T004268,C7726,Electronics,35.83,PayPal,1/7/2025
T004269,C8862,Clothing,75.96,Crypto,6/23/2025
T004270,C6521,Beauty,23.19,Gift Card,10/5/2024
T004271,C3577,Toys,28.38,PayPal,9/13/2024
T004272,C7777,Electronics,80.49,Gift Card,11/27/2024
T004273,C6228,Home,106.62,PayPal,12/31/2024
T004274,C4359,Electronics,43.58,Crypto,3/13/2025
T004275,C9499,Beauty,2.57,PayPal,1/24/2025
T004276,C7283,Toys,99.44,Credit Card,1/10/2025
T004277,C5826,Toys,45.63,Crypto,6/30/2024
T004278,C2976,Clothing,45.48,Crypto,5/11/2025
T004279,C7648,Beauty,23.46,PayPal,10/7/2024
T004280,C3736,Toys,1.02,Crypto,8/31/2024
T004281,C1350,Electronics,296.21,Credit Card,8/25/2024
T004282,C2753,Home,23.63,Crypto,7/16/2024
T004283,C4422,Clothing,66.13,Credit Card,2/16/2025
T004284,C4505,Electronics,85.64,PayPal,9/30/2024
T004285,C4831,Electronics,509.9,PayPal,6/15/2025
T004286,C3899,Toys,64.26,Crypto,9/24/2024
T004287,C7539,Electronics,39.76,Credit Card,7/17/2024
T004288,C3649,Clothing,0.51,Credit Card,7/16/2024
T004289,C3206,Clothing,111.01,PayPal,8/1/2024
T004290,C6499,Clothing,73.78,Credit Card,7/10/2024
T004291,C7600,Electronics,15.17,PayPal,4/18/2025
T004292,C8356,Beauty,39.31,PayPal,12/23/2024
T004293,C3139,Beauty,19.87,Crypto,1/17/2025
T004294,C8257,Beauty,81.41,Crypto,8/14/2024
T004295,C7108,Beauty,8.13,Gift Card,4/26/2025
T004296,C4020,Toys,21.93,Crypto,6/12/2025
T004297,C8880,Clothing,46.16,PayPal,7/26/2024
T004298,C5603,Toys,4.24,Crypto,6/15/2025
T004299,C8466,Toys,61.03,Crypto,11/10/2024
T004300,C7476,Toys,54.89,Gift Card,7/2/2024
T004301,C2640,Clothing,65.79,Crypto,8/17/2024
T004302,C7211,Toys,56.16,Gift Card,3/26/2025
T004303,C8576,Home,32.05,Gift Card,9/28/2024
T004304,C3356,Beauty,86.03,PayPal,11/28/2024
T004305,C7014,Beauty,135.29,Gift Card,9/29/2024
T004306,C5970,Clothing,34.94,Gift Card,5/15/2025
T004307,C5217,Home,19.76,Credit Card,10/14/2024
T004308,C4604,Clothing,43.28,PayPal,7/16/2024
T004309,C6988,Home,31.55,PayPal,6/27/2025
T004310,C5613,Home,260.64,PayPal,10/29/2024
T004311,C6360,Home,45.95,PayPal,7/16/2024
T004312,C3971,Electronics,13.6,Gift Card,3/16/2025
T004313,C1261,Electronics,50.17,Crypto,11/29/2024
T004314,C5008,Toys,237.37,Gift Card,3/22/2025
T004315,C9978,Clothing,86.43,Gift Card,1/6/2025
T004316,C9702,Clothing,156.22,Gift Card,9/4/2024
T004317,C6719,Home,38.61,Crypto,10/7/2024
T004318,C8152,Electronics,124.01,Credit Card,7/1/2024
T004319,C7003,Clothing,34.16,Gift Card,10/22/2024
T004320,C8003,Home,38.41,PayPal,4/7/2025
T004321,C1633,Beauty,261.74,Gift Card,11/27/2024
T004322,C5768,Clothing,22.51,Gift Card,2/7/2025
T004323,C5666,Electronics,8.9,Crypto,5/7/2025
T004324,C9844,Home,4.2,Crypto,10/9/2024
T004325,C2775,Toys,206.9,Credit Card,1/30/2025
T004326,C8274,Clothing,3.22,Credit Card,6/14/2025
T004327,C7283,Clothing,263.89,Crypto,7/5/2024
T004328,C1245,Electronics,9.21,Crypto,11/15/2024
T004329,C7327,Clothing,104.39,Credit Card,4/3/2025
T004330,C8596,Toys,59.98,Gift Card,1/11/2025
T004331,C2796,Clothing,68.77,Crypto,3/10/2025
T004332,C4802,Home,89.53,Credit Card,3/27/2025
T004333,C6039,Toys,18.22,PayPal,3/7/2025
T004334,C7866,Clothing,199.48,Credit Card,12/25/2024
T004335,C9204,Electronics,158.67,Crypto,9/27/2024
T004336,C3761,Beauty,48.36,Gift Card,4/15/2025
T004337,C5415,Clothing,32.9,Crypto,9/24/2024
T004338,C1868,Beauty,51.24,Crypto,4/15/2025
T004339,C4033,Electronics,48.94,Gift Card,10/11/2024
T004340,C5300,Electronics,33.85,Credit Card,5/18/2025
T004341,C9870,Home,309.68,PayPal,4/3/2025
T004342,C3145,Toys,32.73,PayPal,7/6/2024
T004343,C2370,Beauty,157,PayPal,6/30/2024
T004344,C1867,Beauty,45.57,PayPal,2/10/2025
T004345,C3509,Clothing,48.77,Credit Card,4/1/2025
T004346,C1811,Electronics,172.18,PayPal,8/16/2024
T004347,C5717,Home,147.88,Credit Card,11/26/2024
T004348,C9233,Toys,16.4,Credit Card,7/5/2024
T004349,C1147,Electronics,99.01,Gift Card,2/26/2025
T004350,C7442,Home,62.66,PayPal,12/14/2024
T004351,C8149,Toys,168.62,Crypto,11/11/2024
T004352,C1455,Toys,122.74,Crypto,3/31/2025
T004353,C7951,Beauty,2.76,Crypto,1/30/2025
T004354,C5328,Electronics,5.03,Crypto,4/12/2025
T004355,C1263,Clothing,32.4,Crypto,7/25/2024
T004356,C4965,Toys,165.99,Crypto,3/26/2025
T004357,C4520,Beauty,17.11,Crypto,4/11/2025
T004358,C3696,Home,16.26,PayPal,8/10/2024
T004359,C8265,Beauty,14.73,PayPal,9/14/2024
T004360,C1659,Beauty,336.91,Credit Card,8/14/2024
T004361,C4455,Clothing,107.41,PayPal,8/15/2024
T004362,C6919,Home,83.3,Crypto,3/24/2025
T004363,C5376,Home,123.03,Crypto,11/1/2024
T004364,C7007,Beauty,11.76,PayPal,11/24/2024
T004365,C2219,Toys,100.61,Crypto,5/31/2025
T004366,C6265,Clothing,117.47,Crypto,10/23/2024
T004367,C6975,Beauty,7.98,Gift Card,9/3/2024
T004368,C6521,Home,312.54,Credit Card,6/17/2025
T004369,C9079,Beauty,293.79,Credit Card,5/24/2025
T004370,C9094,Toys,193.53,Crypto,11/6/2024
T004371,C8251,Electronics,55.66,Gift Card,10/5/2024
T004372,C9746,Home,111.49,PayPal,3/6/2025
T004373,C6908,Clothing,174.31,PayPal,11/15/2024
T004374,C2888,Home,27.86,Crypto,10/13/2024
T004375,C9065,Beauty,207.93,PayPal,4/28/2025
T004376,C1502,Electronics,35.19,Gift Card,1/20/2025
T004377,C9842,Home,1.42,Credit Card,6/20/2025
T004378,C7773,Electronics,203.29,Gift Card,3/13/2025
T004379,C5401,Home,42.92,Credit Card,12/6/2024
T004380,C5016,Electronics,25.13,Gift Card,8/23/2024
T004381,C1409,Toys,58.36,Crypto,2/1/2025
T004382,C9760,Toys,30.51,Crypto,12/16/2024
T004383,C6686,Home,54.08,Crypto,12/7/2024
T004384,C1338,Beauty,154.76,Crypto,1/11/2025
T004385,C6087,Home,22,Crypto,11/8/2024
T004386,C1917,Home,73.77,Gift Card,1/5/2025
T004387,C7290,Electronics,126.88,PayPal,5/27/2025
T004388,C2067,Clothing,18.49,Gift Card,12/7/2024
T004389,C4948,Beauty,174.59,PayPal,9/26/2024
T004390,C8884,Clothing,45.74,Credit Card,3/10/2025
T004391,C1703,Beauty,59.26,PayPal,3/11/2025
T004392,C5200,Clothing,80.45,Gift Card,11/20/2024
T004393,C4550,Electronics,19.31,Credit Card,9/16/2024
T004394,C6956,Home,59.37,Credit Card,12/6/2024
T004395,C8264,Electronics,15.7,Crypto,6/22/2025
T004396,C6163,Electronics,50.59,Crypto,6/2/2025
T004397,C2680,Toys,19.84,PayPal,12/19/2024
T004398,C3308,Home,7.67,Gift Card,6/4/2025
T004399,C7775,Clothing,15.34,Gift Card,6/16/2025
T004400,C5826,Beauty,43.48,Gift Card,5/25/2025
T004401,C3358,Electronics,302.23,PayPal,2/15/2025
T004402,C5550,Toys,2.27,Credit Card,4/13/2025
T004403,C1709,Home,403.24,PayPal,8/15/2024
T004404,C3315,Home,58.84,PayPal,8/28/2024
T004405,C8904,Beauty,36.64,Credit Card,7/8/2024
T004406,C2257,Beauty,68.14,Gift Card,8/8/2024
T004407,C5074,Electronics,30.51,Crypto,7/29/2024
T004408,C9661,Clothing,103.95,Crypto,8/8/2024
T004409,C4372,Electronics,24.73,Crypto,11/23/2024
T004410,C2441,Toys,144.17,PayPal,6/8/2025
T004411,C9541,Clothing,28.55,Gift Card,6/7/2025
T004412,C1472,Toys,60.45,PayPal,9/17/2024
T004413,C5828,Home,109.06,Credit Card,5/15/2025
T004414,C5287,Clothing,57.45,Gift Card,7/27/2024
T004415,C2879,Home,70.19,Credit Card,11/4/2024
T004416,C7007,Home,343.36,Gift Card,11/12/2024
T004417,C4348,Electronics,16.19,Credit Card,9/24/2024
T004418,C3363,Electronics,16.78,PayPal,3/8/2025
T004419,C8208,Beauty,20.62,PayPal,2/26/2025
T004420,C8052,Beauty,89.83,PayPal,9/10/2024
T004421,C6266,Clothing,71.51,Credit Card,5/5/2025
T004422,C2398,Clothing,27.12,Credit Card,7/4/2024
T004423,C9625,Toys,3.51,Crypto,12/7/2024
T004424,C7611,Clothing,106.22,Credit Card,7/29/2024
T004425,C4374,Toys,149.95,PayPal,3/4/2025
T004426,C3371,Beauty,71.48,PayPal,1/10/2025
T004427,C2380,Home,6.01,PayPal,8/24/2024
T004428,C2540,Electronics,58.62,PayPal,5/27/2025
T004429,C6559,Electronics,105.23,Crypto,11/23/2024
T004430,C7175,Toys,15.7,Gift Card,1/12/2025
T004431,C5232,Toys,55.71,Credit Card,12/26/2024
T004432,C5539,Beauty,50.62,Credit Card,12/4/2024
T004433,C6492,Beauty,103.92,PayPal,10/3/2024
T004434,C2125,Clothing,40.57,Credit Card,8/16/2024
T004435,C3185,Home,46.21,Gift Card,6/27/2025
T004436,C5803,Electronics,21.83,Crypto,3/3/2025
T004437,C9760,Home,199.44,PayPal,5/29/2025
T004438,C7578,Home,110.52,Crypto,3/21/2025
T004439,C8215,Beauty,33.45,PayPal,5/1/2025
T004440,C1582,Electronics,28.83,Crypto,1/21/2025
T004441,C5736,Toys,53.27,Gift Card,6/27/2024
T004442,C3759,Beauty,53,Gift Card,8/11/2024
T004443,C1190,Electronics,65.66,Crypto,2/24/2025
T004444,C6035,Home,25.73,Gift Card,8/25/2024
T004445,C6773,Home,25.66,Credit Card,4/9/2025
T004446,C4346,Home,202.27,PayPal,1/30/2025
T004447,C2307,Clothing,98.93,PayPal,6/24/2025
T004448,C6427,Toys,54.43,Credit Card,10/19/2024
T004449,C8041,Electronics,42.85,Gift Card,11/24/2024
T004450,C6253,Beauty,21.21,Credit Card,3/5/2025
T004451,C4642,Toys,124.97,Gift Card,10/24/2024
T004452,C6445,Toys,121.26,Crypto,6/24/2025
T004453,C8947,Beauty,32.52,PayPal,11/29/2024
T004454,C8146,Home,44.13,Gift Card,3/7/2025
T004455,C2624,Toys,12.64,Credit Card,3/20/2025
T004456,C8044,Home,108.76,Credit Card,1/25/2025
T004457,C8698,Beauty,101.78,Gift Card,12/30/2024
T004458,C2188,Toys,6.84,PayPal,5/5/2025
T004459,C9590,Electronics,75.39,PayPal,7/24/2024
T004460,C8533,Clothing,59.42,Crypto,5/25/2025
T004461,C2427,Home,98.5,Credit Card,10/7/2024
T004462,C7429,Toys,97.93,Crypto,9/5/2024
T004463,C6820,Beauty,87.43,Credit Card,8/9/2024
T004464,C5383,Beauty,149.16,PayPal,9/16/2024
T004465,C9944,Toys,35.08,PayPal,6/2/2025
T004466,C6617,Beauty,185.03,Credit Card,5/16/2025
T004467,C6398,Clothing,79.07,Gift Card,2/10/2025
T004468,C5003,Clothing,66.03,PayPal,10/17/2024
T004469,C5653,Beauty,52.1,Gift Card,10/29/2024
T004470,C2289,Electronics,22.02,Crypto,9/8/2024
T004471,C7880,Clothing,44.55,PayPal,11/14/2024
T004472,C4853,Toys,39.04,Gift Card,10/16/2024
T004473,C9458,Beauty,5.06,Gift Card,9/7/2024
T004474,C5404,Toys,56.61,Gift Card,12/3/2024
T004475,C7976,Electronics,96.75,PayPal,7/12/2024
T004476,C3119,Beauty,87.59,Credit Card,4/10/2025
T004477,C9935,Electronics,297.05,Crypto,6/24/2025
T004478,C5400,Beauty,97.2,PayPal,6/12/2025
T004479,C3672,Clothing,61.77,PayPal,1/5/2025
T004480,C1470,Electronics,47.92,Crypto,7/17/2024
T004481,C2520,Electronics,8.44,PayPal,5/17/2025
T004482,C8986,Home,6.01,Gift Card,7/8/2024
T004483,C3531,Electronics,92.57,PayPal,6/27/2024
T004484,C9886,Electronics,24.53,Crypto,5/1/2025
T004485,C2926,Home,67.03,Gift Card,1/31/2025
T004486,C8467,Toys,186.12,Credit Card,5/15/2025
T004487,C6750,Clothing,133.4,Crypto,10/30/2024
T004488,C9947,Toys,90.35,PayPal,11/22/2024
T004489,C6621,Home,213.76,Gift Card,6/19/2025
T004490,C3157,Electronics,91.18,Gift Card,6/10/2025
T004491,C9639,Beauty,1.2,Gift Card,1/11/2025
T004492,C8655,Beauty,30.16,Gift Card,11/29/2024
T004493,C9630,Clothing,115.41,Gift Card,3/2/2025
T004494,C8840,Clothing,37.36,PayPal,6/12/2025
T004495,C8297,Home,16.39,Crypto,6/29/2024
T004496,C2536,Clothing,75.59,Credit Card,5/6/2025
T004497,C3860,Electronics,20.75,Credit Card,8/8/2024
T004498,C1523,Home,55.08,PayPal,11/24/2024
T004499,C1034,Home,122.19,Credit Card,5/12/2025
T004500,C6348,Clothing,169.29,Crypto,4/16/2025
T004501,C4963,Home,199.69,Credit Card,9/19/2024
T004502,C6311,Toys,33.84,Crypto,9/13/2024
T004503,C9163,Toys,269.54,Crypto,2/26/2025
T004504,C8403,Toys,56.29,Crypto,5/22/2025
T004505,C1134,Beauty,110.34,Credit Card,6/30/2024
T004506,C3098,Home,3.4,Gift Card,4/8/2025
T004507,C7859,Toys,161.46,Crypto,6/7/2025
T004508,C1616,Home,24.19,Gift Card,11/26/2024
T004509,C4564,Beauty,45.73,PayPal,9/24/2024
T004510,C8637,Clothing,4.41,Crypto,6/14/2025
T004511,C6236,Beauty,82.6,Gift Card,6/27/2024
T004512,C4855,Clothing,214.35,Gift Card,2/8/2025
T004513,C1782,Clothing,213.36,Gift Card,4/22/2025
T004514,C8938,Beauty,18.73,Crypto,10/27/2024
T004515,C3927,Toys,297.62,PayPal,10/25/2024
T004516,C7674,Home,158.71,Credit Card,1/13/2025
T004517,C7978,Beauty,40.23,Crypto,4/27/2025
T004518,C2938,Clothing,271.56,Crypto,7/1/2024
T004519,C3884,Beauty,171.85,Gift Card,2/11/2025
T004520,C7634,Beauty,8.64,Credit Card,3/29/2025
T004521,C5568,Beauty,227.19,Gift Card,2/20/2025
T004522,C3219,Beauty,0.49,Crypto,5/16/2025
T004523,C5676,Home,54.59,Credit Card,4/24/2025
T004524,C2288,Toys,52.65,Credit Card,10/24/2024
T004525,C2962,Toys,106.42,Crypto,9/24/2024
T004526,C8213,Clothing,105.62,Gift Card,5/27/2025
T004527,C8607,Electronics,364.55,Crypto,1/1/2025
T004528,C1172,Electronics,57.12,PayPal,2/1/2025
T004529,C5694,Toys,83.33,Crypto,3/25/2025
T004530,C1747,Home,11.42,Credit Card,5/1/2025
T004531,C7094,Clothing,1.03,Gift Card,10/24/2024
T004532,C8814,Toys,119.28,PayPal,8/23/2024
T004533,C2072,Electronics,35.72,PayPal,11/3/2024
T004534,C2212,Electronics,3.03,Gift Card,9/1/2024
T004535,C7608,Beauty,219.63,PayPal,11/23/2024
T004536,C3561,Electronics,59.4,Crypto,5/16/2025
T004537,C2289,Beauty,60.82,Crypto,6/27/2025
T004538,C7837,Beauty,70.56,Crypto,12/1/2024
T004539,C4675,Home,9.41,Crypto,11/4/2024
T004540,C5549,Clothing,13.79,PayPal,7/30/2024
T004541,C8894,Electronics,34.02,Gift Card,8/5/2024
T004542,C3884,Home,78.17,Crypto,1/8/2025
T004543,C5435,Toys,10.98,PayPal,5/23/2025
T004544,C6537,Toys,151.76,PayPal,9/11/2024
T004545,C6000,Toys,63.39,Crypto,5/18/2025
T004546,C2296,Beauty,218.38,Gift Card,12/6/2024
T004547,C9983,Toys,93.45,PayPal,4/18/2025
T004548,C5631,Toys,23.19,PayPal,5/5/2025
T004549,C1499,Clothing,13.66,Crypto,5/28/2025
T004550,C4017,Clothing,9.18,PayPal,3/28/2025
T004551,C9528,Clothing,3.17,Gift Card,6/26/2025
T004552,C9887,Electronics,25.49,Crypto,3/1/2025
